Name,Region,Image,IsDisbanded,RenamedTo,IsLowercase,Short,OverviewPage
Area of Effect Need Her,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Area of Effect Need Herlogo square.png,1,,0,AOE.N,Area of Effect Need Her
Area of Effect Not Zoos,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Area of Effect Not Zooslogo square.png,1,,0,AOE.NZ,Area of Effect Not Zoos
Area of Effect Pump,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Area of Effect Pumplogo square.png,1,,0,AOEP,Area of Effect Pump
Area of Effect Randoms,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Area of Effect Randomslogo square.png,1,,0,AOER,Area of Effect Randoms
Area of Effect Soupy Time,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Area of Effect Soupy Timelogo square.png,1,,0,AST,Area of Effect Soupy Time
Area of Effect Vice,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Area of Effect Vicelogo square.png,1,,0,AOE.V,Area of Effect Vice
Area of Effect Will's Kittens,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Area of Effect Will's Kittenslogo square.png,1,,0,AOE.W,Area of Effect Will's Kittens
Arena Quesito,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Arena Quesitologo square.png,1,,0,AQ,Arena Quesito
Ares Gaming,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Ares Gaminglogo square.png,1,,0,AG,Ares Gaming
Aris Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Aris Esportslogo square.png,1,,0,AES,Aris Esports
Arizona State University,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Arizona State Universitylogo profile.png,0,,0,ASU,Arizona State University
ArmaTeam,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/ArmaTeamlogo square.png,1,,0,ARMA,ArmaTeam
Armored Project,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Armored Projectlogo profile.png,1,,0,AP,Armored Project
Armoured Brothers,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/Armoured Brotherslogo square.png,0,,0,ARMB,Armoured Brothers
Arsenal,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Arsenallogo square.png,1,,0,ASN,Arsenal
AS Esports,Vietnam,https://lol.fandom.com/wiki/Special:Redirect/file/AS Esportslogo profile.png,1,,0,ASE,AS Esports
As Gordinhas,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,,0,AS G,As Gordinhas
AS Trenčín esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/AS Trenčín esportslogo square.png,1,,0,AST,AS Trenčín esports
Ascendance,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Ascendance (Turkish Team)logo square.png,1,,0,ASC,Ascendance (Turkish Team)
Ascension Gaming,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Ascension_Gaminglogo_square.png,1,,0,ASC,Ascension Gaming
Ascentia Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Ascentia Gaminglogo square.png,1,,0,ASCG,Ascentia Gaming
ASD Atlas,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Atlas (Italian Team)logo profile.png,1,,0,ATL,Atlas (Italian Team)
ASP Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/ASP Esportslogo square.png,1,,0,ASP,ASP Esports
Assassin Sniper,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/AS_logo_2.png,1,,0,AS,Assassin Sniper
Aston eSports,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Aston eSportslogo_square.png,1,,0,Aston,Aston eSports
Astral Authority,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Astral Authority Profile.png,1,,0,AA,Astral Authority
Astralis,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Astralislogo profile.png,1,,0,AST,Astralis
Astralis SB,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Astralislogo profile.png,1,,0,ASB,Astralis SB
Astralis Talent,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Astralis Talentlogo profile.png,1,,0,ASTL,Astralis Talent
ASURA,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Asura (Korean Team)logo square.png,1,,0,ASR,Asura (Korean Team)
Asura eSports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Asura eSportslogo square.png,1,,0,ASR,Asura eSports
ASUS ROG Army,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/ASUS ROG Armylogo square.png,1,S2V Esports,0,ASUS,ASUS ROG Army
ASUS ROG ELITE,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/ASUS_ROG_ELITElogo_square.png,1,,0,ASUS,ASUS ROG ELITE
ASUS ROG Female,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/ASUS ROG Femalelogo square.png,1,,0,ASUS.F,ASUS ROG Female
AT Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/AT Gaming.jpg,1,,0,AT,AT Gaming
Atheris Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Atheris Esportslogo profile.png,1,,0,ATH,Atheris Esports
Athletico Esports,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Athletico Esportslogo square.png,1,,0,ATH,Athletico Esports
Atlando Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Atlando Esportslogo square.png,1,,0,ATL,Atlando Esports
ATLAS eSports Team,Turkey,https://lol.fandom.com/wiki/Special:Redirect/file/ATLAS eSports Teamlogo square.png,1,,0,ATL,ATLAS eSports Team
Atleta Esport,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Atleta Esportlogo square.png,1,,0,ATE,Atleta Esport
Atleta Esport Academy,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Atleta Esport Academylogo square.png,1,,0,ATE.A,Atleta Esport Academy
Atletec,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Atleteclogo profile.png,1,,0,ATL,Atletec
Atomic México,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Atomic Méxicologo square.png,1,,0,MC2,Atomic México
ATR esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/ATR esportslogo square.png,1,,0,ATR,ATR esports
ATR esports Denmark,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/ATR esports Denmarklogo square.png,1,,0,ATR,ATR esports Denmark
Aurelius Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Aurelius Esportslogo square.png,1,,0,AU,Aurelius Esports
Aurora,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Aurora (Belgian Team)logo profile.png,0,,0,ARA,Aurora (Belgian Team)
Australs,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Australslogo profile.png,1,,0,AUS,Australs
Austrian Force willhaben,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Austrian Force willhabenlogo profile.png,0,,0,AFW,Austrian Force willhaben
Authority E-sports,LAN,https://lol.fandom.com/wiki/Special:Redirect/file/Authority E-sportslogo square.png,1,,0,AES,Authority E-sports
Auxesis Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Auxesis Esportslogo square.png,1,,0,AUX,Auxesis Esports
Auxesis Green,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Auxesis Greenlogo square.png,1,,0,AUX.G,Auxesis Green
Auxesis Red,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Auxesis Redlogo square.png,1,,0,AUX.R,Auxesis Red
AVANGAR,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/AVANGARlogo square.png,1,,0,AVN,AVANGAR
Avant Academy,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Avant Academylogo square.png,1,,0,AVA,Avant Academy
Avant Gaming,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Avant Gaminglogo profile.png,1,,0,AV,Avant Gaming
Avant Garde Ascension,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Av logo Old.png,1,,0,Av.A,Avant Garde Ascension
Avant Garde Redemption,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Av logo Old.png,1,,0,Av.R,Avant Garde Redemption
AvaTrade PixelPenny,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/AvaTrade PixelPennylogo square.png,1,,0,AVA,AvaTrade PixelPenny
AVEZ Esport,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/AVEZ Esportlogo square.png,1,,0,AVE,AVEZ Esport
Avia Deceptor,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Avia Deceptorlogo square.png,1,,0,ADE,Avia Deceptor
AVIXD,North America,https://lol.fandom.com/wiki/Special:Redirect/file/AVIXDlogo square.png,1,,0,AVI,AVIXD
Aware Gaming,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Aware Gaminglogo square.png,1,,0,AG,Aware Gaming
Away from Normal,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Away from Normallogo square.png,1,,0,AFN,Away from Normal
Awesome,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Awesomelogo square.png,1,,0,AWE,Awesome
Awesome Spear,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Awesome Spearlogo square.png,1,Spear Gaming,0,ASP,Awesome Spear
Awesome Spear Academy,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Awesome Spear Academylogo square.png,1,,0,ASP.A,Awesome Spear Academy
Awsomniac,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Awsomniaclogo square.png,1,,0,AwS,Awsomniac
Axis Empire,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Axis Empirelogo square.png,0,,0,AXE,Axis Empire
AXIZ,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/AXIZlogo square.png,0,,0,AXZ,AXIZ
AXIZ Academy,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/AXIZlogo_square.png,1,AXIZ CREST Academy,0,AXZ.A,AXIZ Academy
AXIZ CREST,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/AXIZ CRESTlogo profile.png,1,,0,AXC,AXIZ CREST
AXIZ CREST Academy,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/AXIZ CREST Academylogo square.png,1,,0,AXC.A,AXIZ CREST Academy
Axolotl,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Axolotllogo profile.png,0,,0,AXL,Axolotl
Axolotl Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Axolotl Academylogo square.png,1,,0,AXL.A,Axolotl Academy
AYM Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/AYM Esportslogo profile.png,1,,0,AYM,AYM Esports
AZIO Black,North America,https://lol.fandom.com/wiki/Special:Redirect/file/AZIO Blacklogo square.png,1,,0,AZIO.B,AZIO Black
AZIO eSports,North America,https://lol.fandom.com/wiki/Special:Redirect/file/AZIO eSportslogo square.png,1,,0,AZIO,AZIO eSports
AZIO White,North America,https://lol.fandom.com/wiki/Special:Redirect/file/AZIO Whitelogo square.png,1,,0,AZIO.W,AZIO White
Azubu Blaze,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Azubu_Blaze_Logo.jpg,1,,0,AZB,Azubu Blaze
Azubu Frost,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Azubu_Frost_Logo.jpg,1,,0,AZF,Azubu Frost
Azules Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Azules Esportslogo square.png,1,Kaos Latin Gamers,0,UCH,Azules Esports
Azules Esports Academy,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Azules Esports Academylogo square.png,1,,0,UCH.A,Azules Esports Academy
Azure Cats,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Azure Catslogo square.png,1,,0,AC,Azure Cats
Baam Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Baam Esportslogo square.png,0,,0,BAM,Baam Esports
Baby Buffaloes,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Baby Buffaloeslogo square.png,0,,0,BABU,Baby Buffaloes
Baby Paradise,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Baby Paradiselogo square.png,1,,0,BBP,Baby Paradise
Baby Whales,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Baby Whaleslogo profile.png,1,Team Secret (Vietnamese Team) Academy,0,BW,Baby Whales
Back2TheGame,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Back2TheGamelogo square.png,0,,0,B2TG,Back2TheGame
Ball State University,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Ball State Universitylogo square.png,0,,0,BSU,Ball State University
Ban Karma Gaming,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Ban Karma Gaminglogo square.png,1,,0,BKG,Ban Karma Gaming
Bandits Gaming,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Bandits Gaminglogo square.png,1,,0,BAN,Bandits Gaming
Bangkok Titans,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Bangkok Titanslogo square.png,1,,0,BKT,Bangkok Titans
Barça eSports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Barça eSportslogo square.png,0,,0,BAR,Barça eSports
Barcelona BG,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Barcelona BGlogo square.png,1,,0,BBG,Barcelona BG
Barrage,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Barrage (British Team)logo square.png,1,,0,BRG,Barrage (British Team)
Barrage Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Barrage Academylogo square.png,1,,0,BRG.A,Barrage Academy
Barrage Esports Retirement Home,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Barrage Esports Retirement Homelogo square.png,1,,0,BRG RH,Barrage Esports Retirement Home
Barrage.NA,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Barrage.NAlogo square.png,1,,0,BRG,Barrage.NA
Bastards Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Bastards Esportslogo square.png,1,Pertinax Esports,0,BE,Bastards Esports
Bastille Legacy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Bastille Legacylogo square.png,1,,0,BTL,Bastille Legacy
Bastu Five,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Bastu Fivelogo square.png,0,,0,B5,Bastu Five
Bawk Bawk,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Bawk Bawklogo square.png,1,,0,BAWK,Bawk Bawk
Bay State College,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Bay State Collegelogo profile.png,1,,0,BSC,Bay State College
BBL Dark Passage,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/BBL Dark Passagelogo square.png,0,,0,BLDP,BBL Dark Passage
bbq Olivers,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Bbq Oliverslogo square.png,1,ESports Connected,1,bbq,Bbq Olivers
BCN Squad,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/BCN Squadlogo profile.png,1,,0,BCN,BCN Squad
BEAGLE BROTHERS,North America,https://lol.fandom.com/wiki/Special:Redirect/file/BEAGLE BROTHERSlogo square.png,1,,0,BB,BEAGLE BROTHERS
Beast Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Beast Esportslogo square.png,1,,0,BST,Beast Esports
Beast Mode,LAS,https://lol.fandom.com/wiki/Special:Redirect/file/Beast Modelogo square.png,1,,0,B.Mode,Beast Mode
Beetle Juice,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Beetle Juicelogo square.png,1,,0,BJ,Beetle Juice
BeFive,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/BeFivelogo square.png,0,,0,BE5,BeFive
beGenius ESC,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/BeGenius ESClogo profile.png,1,,1,BGN,BeGenius ESC
Belfast Storm,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Belfast Stormlogo square.png,0,,0,BFS,Belfast Storm
Bencheados,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Bencheadoslogo square.png,1,,0,BEN,Bencheados
Benched Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Benched.jpg,1,Reason Gaming,0,BENC,Benched Gaming
Benefactor's Revenge,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Benefactor's Revengelogo square.png,1,,0,BEN,Benefactor's Revenge
Benelux United,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Benelux Unitedlogo square.png,1,,0,BLX,Benelux United
BENZO esport,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/BENZO esportlogo square.png,1,,0,BENZ,BENZO esport
Berjaya Dragons,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Berjaya Dragonslogo square.png,1,,0,BJD,Berjaya Dragons
Berlin International Gaming,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Berlin International Gaminglogo square.png,0,,0,BIG,Berlin International Gaming
Berlin International Gaming Chroma,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Berlin International Gaming Chromalogo square.png,1,,0,BIG.C,Berlin International Gaming Chroma
Beşiktaş Academy,Turkey,https://lol.fandom.com/wiki/Special:Redirect/file/Beşiktaş Academylogo square.png,1,,0,BJK.A,Beşiktaş Academy
Beşiktaş Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/BJK logo 2.png,0,,0,BJK,Beşiktaş Esports
Besiktas Esports Female,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Beşiktaş Esports Femalelogo square.png,1,,0,BJK.F,Beşiktaş Esports Female
Beşiktaş.Oyun Hizmetleri,Turkey,https://lol.fandom.com/wiki/Special:Redirect/file/BJK logo 2.png,1,,0,BJK.OH,Beşiktaş.Oyun Hizmetleri
Bethany Lutheran College,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Bethany Lutheran Collegelogo square.png,0,,0,BLC,Bethany Lutheran College
Beyond Gaming,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Beyond Gaminglogo profile.png,1,,0,BYG,Beyond Gaming
Beyond Gaming Academy,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Beyond Gaming Academylogo profile.png,1,,0,BYG.A,Beyond Gaming Academy
Beyond The Rift,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Beyond The Rift (European Team)logo square.png,1,,0,BTR,Beyond The Rift (European Team)
BGA eQuizers,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/BGA eQuizerslogo square.png,1,,0,BGZ,BGA eQuizers
Bifrost,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Bifrostlogo square.png,1,,0,BFR,Bifrost
Bifrost White,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Bifrost Whitelogo square.png,1,,0,BFR.W,Bifrost White
Big Aces eSports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Big Aces eSportslogo square.png,1,,0,BGA,Big Aces eSports
Big Dog,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Big Doglogo square.png,1,,0,DAWG,Big Dog
Big Duck Energy,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Big Duck Energylogo square.png,1,,0,BDE,Big Duck Energy
Big Gods,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Big Gods logo.png,1,,0,BGG,Big Gods
Big Gods Jackals,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Big Gods Jackalslogo square.png,1,,0,BGJ,Big Gods Jackals
Big One Gaming,China,https://lol.fandom.com/wiki/Special:Redirect/file/Big One Gaminglogo profile.png,1,,0,BJO,Big One Gaming
Big Plays Incorporated,Turkey,https://lol.fandom.com/wiki/Special:Redirect/file/BPI.png,1,,0,BPI,Big Plays Incorporated
Bigetron E-Sports,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Bigetron_E-Sportslogo_square.png,1,,0,BGES,Bigetron E-Sports
Bigfile Miracle,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Bigfile Miracle logo.png,1,,0,BFM,Bigfile Miracle
Bilibili Gaming,China,https://lol.fandom.com/wiki/Special:Redirect/file/Bilibili Gaminglogo profile.png,0,,0,BLG,Bilibili Gaming
Bilibili Gaming Junior,China,https://lol.fandom.com/wiki/Special:Redirect/file/Bilibili Gaming Juniorlogo square.png,0,,0,BLG.J,Bilibili Gaming Junior
Bionic,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Bioniclogo square.png,1,,0,BNC,Bionic
Bis Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Bis Esportslogo profile.png,1,,0,BIS,Bis Esports
BISONS ECLUB,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/BISONS ECLUBlogo profile.png,1,,0,BSO,BISONS ECLUB
BK ROG Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/BK ROG Esportslogo square.png,0,,0,BKR,BK ROG Esports
Black Eagles,LAS,https://lol.fandom.com/wiki/Special:Redirect/file/Black Eagleslogo square.png,1,,0,BK,Black Eagles
Black Lion,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Black Lionlogo profile.png,0,,0,BL,Black Lion
Black Lotus,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Black Lotuslogo square.png,1,,0,BL,Black Lotus
Black Panthers eSports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Black Panthers eSportslogo square.png,1,,0,BP,Black Panthers eSports
Black Rock Esports,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Black Rock Esportslogo square.png,0,,0,BRE,Black Rock Esports
Black Star Gaming,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Black Star Gaminglogo profile.png,1,,0,BSG,Black Star Gaming
